Province/State,Country/Region,Lat,Long,date,confirmed,recovered,death
Chongqing,Mainland China,30.05718,107.874,2020-02-17,553,225,5
Chongqing,Mainland China,30.05718,107.874,2020-02-18,555,254,5
Chongqing,Mainland China,30.05718,107.874,2020-02-19,560,274,5
Chongqing,Mainland China,30.05718,107.874,2020-02-20,567,299,6
Chongqing,Mainland China,30.05718,107.874,2020-02-21,572,316,6
Chongqing,Mainland China,30.05718,107.874,2020-02-22,573,328,6
Chongqing,Mainland China,30.05718,107.874,2020-02-23,575,335,6
Chongqing,Mainland China,30.05718,107.874,2020-02-24,576,349,6
Chongqing,Mainland China,30.05718,107.874,2020-02-25,576,372,6
Chongqing,Mainland China,30.05718,107.874,2020-02-26,576,384,6
Fujian,Mainland China,26.07783,117.9895,2020-01-22,1,0,0
Fujian,Mainland China,26.07783,117.9895,2020-01-23,5,0,0
Fujian,Mainland China,26.07783,117.9895,2020-01-24,10,0,0
Fujian,Mainland China,26.07783,117.9895,2020-01-25,18,0,0
Fujian,Mainland China,26.07783,117.9895,2020-01-26,35,0,0
Fujian,Mainland China,26.07783,117.9895,2020-01-27,59,0,0
Fujian,Mainland China,26.07783,117.9895,2020-01-28,80,0,0
Fujian,Mainland China,26.07783,117.9895,2020-01-29,84,0,0
Fujian,Mainland China,26.07783,117.9895,2020-01-30,101,0,0
Fujian,Mainland China,26.07783,117.9895,2020-01-31,120,0,0
Fujian,Mainland China,26.07783,117.9895,2020-02-01,144,0,0
Fujian,Mainland China,26.07783,117.9895,2020-02-02,159,0,0
Fujian,Mainland China,26.07783,117.9895,2020-02-03,179,1,0
Fujian,Mainland China,26.07783,117.9895,2020-02-04,194,3,0
Fujian,Mainland China,26.07783,117.9895,2020-02-05,205,11,0
Fujian,Mainland China,26.07783,117.9895,2020-02-06,215,14,0
Fujian,Mainland China,26.07783,117.9895,2020-02-07,224,20,0
Fujian,Mainland China,26.07783,117.9895,2020-02-08,239,24,0
Fujian,Mainland China,26.07783,117.9895,2020-02-09,250,35,0
Fujian,Mainland China,26.07783,117.9895,2020-02-10,261,39,0
Fujian,Mainland China,26.07783,117.9895,2020-02-11,267,45,0
Fujian,Mainland China,26.07783,117.9895,2020-02-12,272,53,0
Fujian,Mainland China,26.07783,117.9895,2020-02-13,279,57,0
Fujian,Mainland China,26.07783,117.9895,2020-02-14,281,63,0
Fujian,Mainland China,26.07783,117.9895,2020-02-15,285,71,0
Fujian,Mainland China,26.07783,117.9895,2020-02-16,287,82,0
Fujian,Mainland China,26.07783,117.9895,2020-02-17,290,90,0
Fujian,Mainland China,26.07783,117.9895,2020-02-18,292,93,0
Fujian,Mainland China,26.07783,117.9895,2020-02-19,293,112,0
Fujian,Mainland China,26.07783,117.9895,2020-02-20,293,126,1
Fujian,Mainland China,26.07783,117.9895,2020-02-21,293,149,1
Fujian,Mainland China,26.07783,117.9895,2020-02-22,293,162,1
Fujian,Mainland China,26.07783,117.9895,2020-02-23,293,170,1
Fujian,Mainland China,26.07783,117.9895,2020-02-24,293,183,1
Fujian,Mainland China,26.07783,117.9895,2020-02-25,294,199,1
Fujian,Mainland China,26.07783,117.9895,2020-02-26,294,218,1
Gansu,Mainland China,36.0611,103.8343,2020-01-22,0,0,0
Gansu,Mainland China,36.0611,103.8343,2020-01-23,2,0,0
Gansu,Mainland China,36.0611,103.8343,2020-01-24,2,0,0
Gansu,Mainland China,36.0611,103.8343,2020-01-25,4,0,0
Gansu,Mainland China,36.0611,103.8343,2020-01-26,7,0,0
Gansu,Mainland China,36.0611,103.8343,2020-01-27,14,0,0
Gansu,Mainland China,36.0611,103.8343,2020-01-28,19,0,0
Gansu,Mainland China,36.0611,103.8343,2020-01-29,24,0,0
Gansu,Mainland China,36.0611,103.8343,2020-01-30,26,0,0
Gansu,Mainland China,36.0611,103.8343,2020-01-31,29,0,0
Gansu,Mainland China,36.0611,103.8343,2020-02-01,40,0,0
Gansu,Mainland China,36.0611,103.8343,2020-02-02,51,3,0
Gansu,Mainland China,36.0611,103.8343,2020-02-03,55,3,0
Gansu,Mainland China,36.0611,103.8343,2020-02-04,57,4,0
Gansu,Mainland China,36.0611,103.8343,2020-02-05,62,6,0
Gansu,Mainland China,36.0611,103.8343,2020-02-06,62,6,0
Gansu,Mainland China,36.0611,103.8343,2020-02-07,67,9,0
Gansu,Mainland China,36.0611,103.8343,2020-02-08,79,12,1
Gansu,Mainland China,36.0611,103.8343,2020-02-09,83,16,2
Gansu,Mainland China,36.0611,103.8343,2020-02-10,83,17,2
Gansu,Mainland China,36.0611,103.8343,2020-02-11,86,24,2
Gansu,Mainland China,36.0611,103.8343,2020-02-12,87,31,2
Gansu,Mainland China,36.0611,103.8343,2020-02-13,90,39,2
Gansu,Mainland China,36.0611,103.8343,2020-02-14,90,39,2
Gansu,Mainland China,36.0611,103.8343,2020-02-15,90,49,2
Gansu,Mainland China,36.0611,103.8343,2020-02-16,90,54,2
Gansu,Mainland China,36.0611,103.8343,2020-02-17,91,58,2
Gansu,Mainland China,36.0611,103.8343,2020-02-18,91,62,2
Gansu,Mainland China,36.0611,103.8343,2020-02-19,91,65,2
Gansu,Mainland China,36.0611,103.8343,2020-02-20,91,71,2
Gansu,Mainland China,36.0611,103.8343,2020-02-21,91,76,2
Gansu,Mainland China,36.0611,103.8343,2020-02-22,91,76,2
Gansu,Mainland China,36.0611,103.8343,2020-02-23,91,78,2
Gansu,Mainland China,36.0611,103.8343,2020-02-24,91,80,2
Gansu,Mainland China,36.0611,103.8343,2020-02-25,91,80,2
Gansu,Mainland China,36.0611,103.8343,2020-02-26,91,81,2
Guangdong,Mainland China,23.33841,113.422,2020-01-22,26,0,0
Guangdong,Mainland China,23.33841,113.422,2020-01-23,32,2,0
Guangdong,Mainland China,23.33841,113.422,2020-01-24,53,2,0
Guangdong,Mainland China,23.33841,113.422,2020-01-25,78,2,0
Guangdong,Mainland China,23.33841,113.422,2020-01-26,111,2,0
Guangdong,Mainland China,23.33841,113.422,2020-01-27,151,4,0
Guangdong,Mainland China,23.33841,113.422,2020-01-28,207,4,0
Guangdong,Mainland China,23.33841,113.422,2020-01-29,277,5,0
Guangdong,Mainland China,23.33841,113.422,2020-01-30,354,10,0
Guangdong,Mainland China,23.33841,113.422,2020-01-31,436,11,0
Guangdong,Mainland China,23.33841,113.422,2020-02-01,535,14,0
Guangdong,Mainland China,23.33841,113.422,2020-02-02,632,15,0
Guangdong,Mainland China,23.33841,113.422,2020-02-03,725,21,0
Guangdong,Mainland China,23.33841,113.422,2020-02-04,813,30,0
Guangdong,Mainland China,23.33841,113.422,2020-02-05,895,49,0
Guangdong,Mainland China,23.33841,113.422,2020-02-06,970,69,0
Guangdong,Mainland China,23.33841,113.422,2020-02-07,1034,88,1
Guangdong,Mainland China,23.33841,113.422,2020-02-08,1095,112,1
Guangdong,Mainland China,23.33841,113.422,2020-02-09,1131,141,1
Guangdong,Mainland China,23.33841,113.422,2020-02-10,1159,167,1
Guangdong,Mainland China,23.33841,113.422,2020-02-11,1177,212,1
Guangdong,Mainland China,23.33841,113.422,2020-02-12,1219,275,1
Guangdong,Mainland China,23.33841,113.422,2020-02-13,1241,314,2
Guangdong,Mainland China,23.33841,113.422,2020-02-14,1261,362,2
Guangdong,Mainland China,23.33841,113.422,2020-02-15,1294,410,2
Guangdong,Mainland China,23.33841,113.422,2020-02-16,1316,465,2
Guangdong,Mainland China,23.33841,113.422,2020-02-17,1322,524,4
Guangdong,Mainland China,23.33841,113.422,2020-02-18,1328,565,4
Guangdong,Mainland China,23.33841,113.422,2020-02-19,1331,606,5
Guangdong,Mainland China,23.33841,113.422,2020-02-20,1332,642,5
Guangdong,Mainland China,23.33841,113.422,2020-02-21,1333,690,5
Guangdong,Mainland China,23.33841,113.422,2020-02-22,1339,728,5
Guangdong,Mainland China,23.33841,113.422,2020-02-23,1342,755,6
Guangdong,Mainland China,23.33841,113.422,2020-02-24,1345,786,6
Guangdong,Mainland China,23.33841,113.422,2020-02-25,1347,822,7
Guangdong,Mainland China,23.33841,113.422,2020-02-26,1347,851,7
Guangxi,Mainland China,23.82908,108.7881,2020-01-22,2,0,0
Guangxi,Mainland China,23.82908,108.7881,2020-01-23,5,0,0
Guangxi,Mainland China,23.82908,108.7881,2020-01-24,23,0,0
Guangxi,Mainland China,23.82908,108.7881,2020-01-25,23,0,0
Guangxi,Mainland China,23.82908,108.7881,2020-01-26,36,0,0
Guangxi,Mainland China,23.82908,108.7881,2020-01-27,46,0,0
Guangxi,Mainland China,23.82908,108.7881,2020-01-28,51,2,0
Guangxi,Mainland China,23.82908,108.7881,2020-01-29,58,2,0
Guangxi,Mainland China,23.82908,108.7881,2020-01-30,78,2,0
Guangxi,Mainland China,23.82908,108.7881,2020-01-31,87,2,0
Guangxi,Mainland China,23.82908,108.7881,2020-02-01,100,2,0
Guangxi,Mainland China,23.82908,108.7881,2020-02-02,111,2,0
Guangxi,Mainland China,23.82908,108.7881,2020-02-03,127,7,0
Guangxi,Mainland China,23.82908,108.7881,2020-02-04,139,10,0
Guangxi,Mainland China,23.82908,108.7881,2020-02-05,150,13,0
Guangxi,Mainland China,23.82908,108.7881,2020-02-06,168,14,0
Guangxi,Mainland China,23.82908,108.7881,2020-02-07,172,17,0
Guangxi,Mainland China,23.82908,108.7881,2020-02-08,183,17,0
Guangxi,Mainland China,23.82908,108.7881,2020-02-09,195,18,1
Guangxi,Mainland China,23.82908,108.7881,2020-02-10,210,24,1
Guangxi,Mainland China,23.82908,108.7881,2020-02-11,215,33,1
Guangxi,Mainland China,23.82908,108.7881,2020-02-12,222,32,1
Guangxi,Mainland China,23.82908,108.7881,2020-02-13,222,33,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-14,226,36,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-15,235,44,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-16,237,49,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-17,238,53,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-18,242,69,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-19,244,86,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-20,245,90,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-21,246,97,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-22,249,104,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-23,249,106,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-24,251,112,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-25,252,134,2
Guangxi,Mainland China,23.82908,108.7881,2020-02-26,252,147,2
Guizhou,Mainland China,26.81536,106.8748,2020-01-22,1,0,0
Guizhou,Mainland China,26.81536,106.8748,2020-01-23,3,0,0
Guizhou,Mainland China,26.81536,106.8748,2020-01-24,3,0,0
Guizhou,Mainland China,26.81536,106.8748,2020-01-25,4,0,0
Guizhou,Mainland China,26.81536,106.8748,2020-01-26,5,0,0
Guizhou,Mainland China,26.81536,106.8748,2020-01-27,7,0,0
Guizhou,Mainland China,26.81536,106.8748,2020-01-28,9,0,0
Guizhou,Mainland China,26.81536,106.8748,2020-01-29,9,1,0
Guizhou,Mainland China,26.81536,106.8748,2020-01-30,12,1,0
Guizhou,Mainland China,26.81536,106.8748,2020-01-31,29,2,0
Guizhou,Mainland China,26.81536,106.8748,2020-02-01,29,2,0
Guizhou,Mainland China,26.81536,106.8748,2020-02-02,38,2,0
Guizhou,Mainland China,26.81536,106.8748,2020-02-03,46,2,0
Guizhou,Mainland China,26.81536,106.8748,2020-02-04,58,2,0
Guizhou,Mainland China,26.81536,106.8748,2020-02-05,64,9,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-06,71,6,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-07,81,6,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-08,89,7,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-09,99,7,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-10,109,10,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-11,127,17,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-12,133,18,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-13,135,27,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-14,140,28,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-15,143,41,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-16,144,46,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-17,146,57,1
Guizhou,Mainland China,26.81536,106.8748,2020-02-18,146,66,2
Guizhou,Mainland China,26.81536,106.8748,2020-02-19,146,70,2
Guizhou,Mainland China,26.81536,106.8748,2020-02-20,146,72,2
Guizhou,Mainland China,26.81536,106.8748,2020-02-21,146,77,2
Guizhou,Mainland China,26.81536,106.8748,2020-02-22,146,90,2
Guizhou,Mainland China,26.81536,106.8748,2020-02-23,146,102,2
Guizhou,Mainland China,26.81536,106.8748,2020-02-24,146,102,2
Guizhou,Mainland China,26.81536,106.8748,2020-02-25,146,104,2
Guizhou,Mainland China,26.81536,106.8748,2020-02-26,146,104,2
Hainan,Mainland China,19.19673,109.7455,2020-01-22,4,0,0
Hainan,Mainland China,19.19673,109.7455,2020-01-23,5,0,0
Hainan,Mainland China,19.19673,109.7455,2020-01-24,8,0,0
Hainan,Mainland China,19.19673,109.7455,2020-01-25,19,0,0
Hainan,Mainland China,19.19673,109.7455,2020-01-26,22,0,0
Hainan,Mainland China,19.19673,109.7455,2020-01-27,33,0,1
Hainan,Mainland China,19.19673,109.7455,2020-01-28,40,0,1
Hainan,Mainland China,19.19673,109.7455,2020-01-29,43,0,1
Hainan,Mainland China,19.19673,109.7455,2020-01-30,46,1,1
Hainan,Mainland China,19.19673,109.7455,2020-01-31,52,1,1
Hainan,Mainland China,19.19673,109.7455,2020-02-01,62,1,1
Hainan,Mainland China,19.19673,109.7455,2020-02-02,64,4,1
Hainan,Mainland China,19.19673,109.7455,2020-02-03,72,4,1
Hainan,Mainland China,19.19673,109.7455,2020-02-04,80,5,1
Hainan,Mainland China,19.19673,109.7455,2020-02-05,99,5,1
Hainan,Mainland China,19.19673,109.7455,2020-02-06,106,8,1
Hainan,Mainland China,19.19673,109.7455,2020-02-07,117,10,2
Hainan,Mainland China,19.19673,109.7455,2020-02-08,124,14,2
Hainan,Mainland China,19.19673,109.7455,2020-02-09,131,19,3
Hainan,Mainland China,19.19673,109.7455,2020-02-10,138,19,3
Hainan,Mainland China,19.19673,109.7455,2020-02-11,144,20,3
Hainan,Mainland China,19.19673,109.7455,2020-02-12,157,27,4
Hainan,Mainland China,19.19673,109.7455,2020-02-13,157,30,4
Hainan,Mainland China,19.19673,109.7455,2020-02-14,159,43,4
Hainan,Mainland China,19.19673,109.7455,2020-02-15,162,39,4
Hainan,Mainland China,19.19673,109.7455,2020-02-16,162,52,4
Hainan,Mainland China,19.19673,109.7455,2020-02-17,163,59,4
Hainan,Mainland China,19.19673,109.7455,2020-02-18,163,79,4
Hainan,Mainland China,19.19673,109.7455,2020-02-19,168,84,4
Hainan,Mainland China,19.19673,109.7455,2020-02-20,168,86,4
Hainan,Mainland China,19.19673,109.7455,2020-02-21,168,95,4
Hainan,Mainland China,19.19673,109.7455,2020-02-22,168,104,4
Hainan,Mainland China,19.19673,109.7455,2020-02-23,168,106,5
Hainan,Mainland China,19.19673,109.7455,2020-02-24,168,116,5
Hainan,Mainland China,19.19673,109.7455,2020-02-25,168,124,5
Hainan,Mainland China,19.19673,109.7455,2020-02-26,168,129,5
Hebei,Mainland China,38.0428,114.5149,2020-01-22,1,0,0
Hebei,Mainland China,38.0428,114.5149,2020-01-23,1,0,1
Hebei,Mainland China,38.0428,114.5149,2020-01-24,2,0,1
Hebei,Mainland China,38.0428,114.5149,2020-01-25,8,0,1
Hebei,Mainland China,38.0428,114.5149,2020-01-26,13,0,1
Hebei,Mainland China,38.0428,114.5149,2020-01-27,18,0,1
Hebei,Mainland China,38.0428,114.5149,2020-01-28,33,0,1
Hebei,Mainland China,38.0428,114.5149,2020-01-29,48,0,1
Hebei,Mainland China,38.0428,114.5149,2020-01-30,65,0,1
Hebei,Mainland China,38.0428,114.5149,2020-01-31,82,0,1
Hebei,Mainland China,38.0428,114.5149,2020-02-01,96,0,1
Hebei,Mainland China,38.0428,114.5149,2020-02-02,104,3,1
Hebei,Mainland China,38.0428,114.5149,2020-02-03,113,3,1
Hebei,Mainland China,38.0428,114.5149,2020-02-04,126,4,1
Hebei,Mainland China,38.0428,114.5149,2020-02-05,135,6,1
Hebei,Mainland China,38.0428,114.5149,2020-02-06,157,13,1
Hebei,Mainland China,38.0428,114.5149,2020-02-07,172,22,1
Hebei,Mainland China,38.0428,114.5149,2020-02-08,195,30,1
Hebei,Mainland China,38.0428,114.5149,2020-02-09,206,34,2
Hebei,Mainland China,38.0428,114.5149,2020-02-10,218,41,2
Hebei,Mainland China,38.0428,114.5149,2020-02-11,239,48,2
Hebei,Mainland China,38.0428,114.5149,2020-02-12,251,54,2
Hebei,Mainland China,38.0428,114.5149,2020-02-13,265,68,3
Hebei,Mainland China,38.0428,114.5149,2020-02-14,283,87,3
Hebei,Mainland China,38.0428,114.5149,2020-02-15,291,101,3
Hebei,Mainland China,38.0428,114.5149,2020-02-16,300,105,3
Hebei,Mainland China,38.0428,114.5149,2020-02-17,301,122,3
Hebei,Mainland China,38.0428,114.5149,2020-02-18,306,136,4
Hebei,Mainland China,38.0428,114.5149,2020-02-19,306,152,4
Hebei,Mainland China,38.0428,114.5149,2020-02-20,307,169,5
Hebei,Mainland China,38.0428,114.5149,2020-02-21,308,184,5
Hebei,Mainland China,38.0428,114.5149,2020-02-22,309,203,6
Hebei,Mainland China,38.0428,114.5149,2020-02-23,311,219,6
Hebei,Mainland China,38.0428,114.5149,2020-02-24,311,234,6
Hebei,Mainland China,38.0428,114.5149,2020-02-25,311,248,6
Hebei,Mainland China,38.0428,114.5149,2020-02-26,312,261,6
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-22,0,0,0
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-23,2,0,0
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-24,4,0,1
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-25,9,0,1
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-26,15,0,1
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-27,21,0,1
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-28,33,0,1
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-29,38,0,1
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-30,44,0,2
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-01-31,59,0,2
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-01,80,2,2
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-02,95,2,2
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-03,121,2,2
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-04,155,4,2
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-05,190,7,2
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-06,227,8,3
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-07,277,12,3
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-08,295,13,5
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-09,307,14,6
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-10,331,30,7
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-11,360,28,8
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-12,378,31,8
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-13,395,33,9
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-14,419,47,11
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-15,425,68,11
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-16,445,79,11
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-17,457,85,11
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-18,464,111,11
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-19,470,120,12
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-20,476,136,12
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-21,479,175,12
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-22,479,204,12
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-23,480,222,12
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-24,480,227,12
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-25,480,243,12
Heilongjiang,Mainland China,47.862,127.76220000000001,2020-02-26,480,249,12
Henan,Mainland China,33.88202,113.614,2020-01-22,5,0,0
Henan,Mainland China,33.88202,113.614,2020-01-23,5,0,0
Henan,Mainland China,33.88202,113.614,2020-01-24,9,0,0
Henan,Mainland China,33.88202,113.614,2020-01-25,32,0,0
Henan,Mainland China,33.88202,113.614,2020-01-26,83,0,1
Henan,Mainland China,33.88202,113.614,2020-01-27,128,0,1
